OBJECTNUMMER;SELECTIE;FILTER;Groen_ID;Stadsdeel;Naam;BBQ;Toelichting_bbq;Stadspark;Oppervlakte_m2;COORDS;CENTERLNG1;CENTERLAT1;CENTERLNG2;CENTERLAT2;
58;"";"";58;"Zuid";"Beatrixpark";"VERBOD";"In het Beatrixpark mag u niet barbecueën.";"J";230464;"POLYGON((4.885538 52.344347,4.885442 52.343807,4.88538 52.343789,4.885135 52.343822,4.884893 52.343836,4.88487 52.343666,4.885428 52.343572,4.88511 52.341203,4.884909 52.341214,4.884867 52.340881,4.884915 52.3407,4.88483 52.340067,4.884789 52.340055,4.884727 52.340092,4.884641 52.340105,4.884573 52.340089,4.884526 52.340055,4.884522 52.339985,4.884607 52.339936,4.88457 52.339819,4.883458 52.339923,4.883202 52.339912,4.882723 52.339925,4.881744 52.339912,4.881578 52.339897,4.881362 52.339907,4.878883 52.339862,4.87721 52.339803,4.877292 52.340282,4.87753 52.340554,4.877613 52.340585,4.878525 52.34062,4.878502 52.34065,4.879949 52.340709,4.881256 52.340745,4.881668 52.340804,4.881672 52.340966,4.881622 52.340964,4.881553 52.341659,4.881605 52.34173,4.881588 52.341892,4.881528 52.3419,4.881509 52.341972,4.881264 52.341978,4.880768 52.342022,4.879687 52.342045,4.879391 52.34202,4.878182 52.342063,4.878023 52.343723,4.87806 52.343812,4.878279 52.343919,4.878356 52.34401,4.878326 52.344333,4.878552 52.344341,4.878548 52.344454,4.878597 52.344506,4.881048 52.345729,4.881102 52.345628,4.881151 52.345609,4.88121 52.345609,4.881256 52.345574,4.881391 52.345642,4.881437 52.345608,4.881408 52.345593,4.881527 52.345487,4.881474 52.345459,4.881557 52.345384,4.881552 52.34532,4.881578 52.345247,4.881748 52.34511,4.88186 52.345053,4.882173 52.345001,4.882297 52.344949,4.882336 52.344904,4.882315 52.344821,4.882364 52.344753,4.882493 52.344644,4.882875 52.344451,4.883107 52.344372,4.883311 52.344342,4.883572 52.344329,4.883663 52.344308,4.883703 52.344274,4.883705 52.344141,4.883803 52.34414,4.883835 52.344163,4.88392 52.344449,4.884198 52.344412,4.884159 52.344259,4.884248 52.34425,4.884239 52.344181,4.88428 52.344179,4.884278 52.344167,4.884363 52.344175,4.884385 52.344331,4.884231 52.34434,4.884251 52.344406,4.884726 52.344373,4.884718 52.344315,4.884864 52.344301,4.884948 52.344388,4.885272 52.344386,4.885437 52.344369,4.885487 52.344343,4.885538 52.344347))";4.881374;52.342766;4,881374;52,342766;
59;"";"";59;"Zuidoost";"Nelson Mandelapark";"VERGUNNING";"Stadsdeel Zuidoost bekijkt per situatie of u toestemming krijgt om te barbecueën. U vraagt hiervoor vooraf toestemming bij de afdeling Vergunningen.";"J";630898;"POLYGON((4.954431 52.304721,4.955227 52.304989,4.955301 52.304985,4.955433 52.304935,4.955499 52.304934,4.955683 52.305052,4.955908 52.304892,4.956123 52.304845,4.956201 52.304849,4.956294 52.304893,4.956436 52.305069,4.956565 52.305117,4.956689 52.304968,4.956407 52.304873,4.956615 52.30464,4.956676 52.30466,4.956723 52.304628,4.956785 52.304622,4.956951 52.30468,4.956975 52.304709,4.956964 52.304743,4.957025 52.304766,4.956954 52.304845,4.956983 52.304873,4.958388 52.305357,4.958345 52.305406,4.958399 52.305427,4.95831 52.305526,4.958248 52.305509,4.958221 52.30556,4.958249 52.305598,4.958409 52.305681,4.958797 52.305482,4.95883 52.305506,4.958789 52.305528,4.958943 52.305658,4.959131 52.305767,4.959377 52.305881,4.959666 52.30598,4.960414 52.306162,4.961891 52.306664,4.962978 52.306975,4.963163 52.30677,4.963356 52.306643,4.963496 52.306583,4.963841 52.306488,4.963965 52.306436,4.964238 52.306529,4.964206 52.30657,4.964211 52.306618,4.964399 52.306709,4.964347 52.30681,4.963929 52.307254,4.963913 52.307285,4.963934 52.307368,4.963848 52.307462,4.963723 52.307496,4.962436 52.308912,4.962407 52.308954,4.962468 52.309027,4.962525 52.309048,4.96239 52.309198,4.962033 52.309076,4.961669 52.309474,4.961707 52.309486,4.961555 52.309653,4.961714 52.309696,4.961344 52.31009,4.961091 52.310019,4.960976 52.310025,4.960869 52.310085,4.958511 52.312677,4.958356 52.312798,4.957623 52.313594,4.957632 52.313646,4.957693 52.313709,4.958017 52.313822,4.95802 52.313852,4.958059 52.313888,4.958737 52.314116,4.95878 52.314113,4.958685 52.314171,4.958419 52.314445,4.95847 52.314465,4.958263 52.314608,4.958126 52.314685,4.957833 52.314806,4.957461 52.314908,4.95742 52.315078,4.957293 52.315113,4.957217 52.315153,4.956522 52.315916,4.95691 52.316049,4.956928 52.316031,4.958079 52.316424,4.958203 52.316435,4.958245 52.316395,4.958791 52.316583,4.959437 52.315888,4.95956 52.31579,4.959799 52.31568,4.959985 52.315641,4.960114 52.315627,4.960465 52.315634,4.960671 52.315666,4.960725 52.31578,4.961762 52.316138,4.961737 52.316082,4.961808 52.31602,4.961936 52.316065,4.961995 52.316009,4.962079 52.316,4.963501 52.316481,4.96366 52.316308,4.963821 52.316076,4.963968 52.315961,4.964331 52.315564,4.964411 52.31536,4.964583 52.315288,4.96461 52.315226,4.965988 52.313735,4.966159 52.313464,4.966325 52.313022,4.96651 52.312732,4.967887 52.311234,4.968255 52.310958,4.968717 52.310672,4.968935 52.310504,4.969187 52.310227,4.970564 52.310693,4.970665 52.310588,4.970698 52.310477,4.971344 52.309827,4.971566 52.309679,4.971733 52.309604,4.971638 52.309514,4.971968 52.309417,4.972325 52.309368,4.972446 52.308814,4.971452 52.308488,4.971024 52.308266,4.970672 52.308169,4.969706 52.307817,4.968505 52.307309,4.968443 52.307377,4.96703 52.306741,4.96575 52.306241,4.964739 52.305873,4.956067 52.302896,4.954431 52.304721),(4.965515 52.30947,4.965862 52.309476,4.966194 52.309537,4.966488 52.309649,4.966654 52.309749,4.966788 52.309864,4.966867 52.309966,4.966883 52.310028,4.966838 52.310149,4.966056 52.311003,4.96594 52.311079,4.965849 52.311108,4.965517 52.311124,4.965289 52.311101,4.96507 52.311055,4.964776 52.310943,4.96461 52.310843,4.964421 52.310665,4.964388 52.310606,4.96439 52.310502,4.964426 52.310443,4.965208 52.309588,4.965324 52.309512,4.965515 52.30947),(4.962037 52.31305,4.963736 52.311184,4.965379 52.311749,4.963669 52.313611,4.962037 52.31305))";4.9634385;52.3097385;4,9634385;52,3097385;
60;"";"";60;"Oost";"Meerpark";"VRIJ";"U hebt geen toestemming nodig om hier te barbecueën.";"N";13978;"POLYGON((4.947214 52.348705,4.949022 52.347593,4.949231 52.347713,4.950189 52.347126,4.949523 52.346697,4.946733 52.348435,4.947214 52.348705))";4.948461;52.347702;4,948461;52,347702;
61;"";"";61;"Noord";"Keerkringpark";"VERGUNNING";"In stadsdeel Noord moet u vooraf toestemming vragen om te mogen barbecueën. Dit doet u bij de afdeling Vergunningen, Openbare Orde. Het stadsdeel bekijkt per situatie (welk park, grootte van de groep, akkoord van de parkbeheerder etc.) of u toestemming k";"N";27949;"POLYGON((4.879308 52.412903,4.879239 52.412847,4.87899 52.412771,4.87886 52.412701,4.878691 52.412588,4.877494 52.41166,4.87743 52.411602,4.877532 52.411554,4.874967 52.409524,4.874943 52.409511,4.874888 52.409511,4.87486 52.409525,4.874132 52.410036,4.875538 52.411111,4.875593 52.411084,4.875677 52.411151,4.875757 52.411118,4.875848 52.411118,4.87589 52.411132,4.876779 52.41183,4.877084 52.41197,4.877751 52.412497,4.877775 52.412511,4.877825 52.412523,4.877866 52.412524,4.877977 52.41257,4.878554 52.413027,4.878615 52.413066,4.878656 52.413082,4.878735 52.413098,4.878792 52.4131,4.878891 52.413089,4.878952 52.413069,4.879308 52.412903))";4.87672;52.4113065;4,87672;52,4113065;
62;"";"";62;"Noord";"Westertochtpark";"VERGUNNING";"In stadsdeel Noord moet u vooraf toestemming vragen om te mogen barbecueën. Dit doet u bij de afdeling Vergunningen, Openbare Orde. Het stadsdeel bekijkt per situatie (welk park, grootte van de groep, akkoord van de parkbeheerder etc.) of u toestemming k";"N";28251;"MULTIPOLYGON(((4.87955 52.414426,4.879536 52.414387,4.879268 52.414179,4.879338 52.41414,4.879271 52.414074,4.879306 52.414057,4.879288 52.414013,4.875671 52.415712,4.875516 52.415794,4.875464 52.41583,4.875409 52.415882,4.875359 52.415937,4.875315 52.416008,4.875277 52.416145,4.875282 52.416174,4.875301 52.4162,4.875332 52.416222,4.875558 52.416284,4.875663 52.416289,4.875724 52.416276,4.875957 52.416171,4.876055 52.416108,4.876123 52.416082,4.876133 52.416066,4.877746 52.415313,4.878285 52.415053,4.878496 52.414957,4.878529 52.414954,4.878577 52.414927,4.87857 52.414922,4.879458 52.414503,4.879507 52.414473,4.87955 52.414426)),((4.874792 52.417779,4.874722 52.417741,4.874238 52.417743,4.874127 52.417708,4.873387 52.417126,4.873313 52.417089,4.873227 52.417074,4.873155 52.417083,4.873055 52.417122,4.871726 52.41775,4.871663 52.417774,4.871613 52.41778,4.871479 52.417771,4.871374 52.417738,4.871094 52.417522,4.871074 52.417486,4.871087 52.417462,4.870868 52.417564,4.871218 52.417837,4.87131 52.417886,4.87142 52.417917,4.871554 52.417928,4.872005 52.417925,4.872008 52.417878,4.873399 52.417875,4.8734 52.417928,4.8739 52.417926,4.873899 52.417882,4.874459 52.417879,4.874546 52.41787,4.874667 52.417838,4.874792 52.417779)))";4.875209;52.41597;4,875209;52,41597;
63;"";"";63;"Noord";"Kadoelerscheg";"VERGUNNING";"In stadsdeel Noord moet u vooraf toestemming vragen om te mogen barbecueën. Dit doet u bij de afdeling Vergunningen, Openbare Orde. Het stadsdeel bekijkt per situatie (welk park, grootte van de groep, akkoord van de parkbeheerder etc.) of u toestemming k";"N";258123;"MULTIPOLYGON(((4.913518 52.409826,4.913373 52.409708,4.913101 52.409818,4.911866 52.408792,4.911832 52.408806,4.911738 52.408729,4.911768 52.408712,4.908183 52.405736,4.908145 52.405716,4.908081 52.405709,4.907848 52.40576,4.907788 52.405753,4.905136 52.404373,4.904935 52.404223,4.904624 52.403905,4.904596 52.403744,4.904622 52.403675,4.904687 52.403592,4.904519 52.403542,4.904294 52.403808,4.903734 52.403537,4.903511 52.403448,4.903465 52.403459,4.903427 52.403493,4.903434 52.403546,4.903522 52.40372,4.903982 52.404147,4.90435 52.404446,4.904813 52.404703,4.905877 52.405235,4.907007 52.405904,4.907162 52.40616,4.907406 52.406433,4.907693 52.40681,4.908435 52.407708,4.908476 52.407782,4.908456 52.4078,4.908493 52.407921,4.908496 52.408071,4.908535 52.408115,4.908639 52.408155,4.909075 52.408259,4.909359 52.40841,4.909549 52.408541,4.909674 52.408666,4.909627 52.408749,4.909664 52.408773,4.909777 52.408714,4.909835 52.408735,4.909938 52.408735,4.910046 52.408791,4.910044 52.408812,4.91013 52.408896,4.910434 52.409057,4.910518 52.40907,4.910659 52.409055,4.910721 52.409065,4.911001 52.408989,4.911078 52.409005,4.911156 52.409048,4.911326 52.408975,4.911618 52.408811,4.911696 52.408871,4.911348 52.409086,4.911311 52.409132,4.911576 52.409369,4.911767 52.409324,4.91183 52.409357,4.911838 52.409421,4.911792 52.40945,4.911658 52.409462,4.911432 52.409641,4.911271 52.409812,4.911147 52.409983,4.911423 52.410863,4.911491 52.410941,4.911539 52.410968,4.912657 52.410272,4.913133 52.410007,4.913518 52.409826)),((4.911011 52.411069,4.910945 52.410896,4.91095 52.410709,4.910801 52.410313,4.910762 52.410289,4.910718 52.410293,4.910575 52.410343,4.910535 52.410319,4.91054 52.41029,4.910663 52.410238,4.910726 52.410191,4.910731 52.41016,4.910668 52.410039,4.91057 52.409993,4.910148 52.40996,4.909791 52.409829,4.909688 52.409822,4.909636 52.409781,4.909704 52.409733,4.909704 52.409687,4.909642 52.409621,4.909506 52.409529,4.909139 52.409384,4.90897 52.409336,4.908875 52.409329,4.90879 52.409342,4.908505 52.409437,4.908264 52.409548,4.908073 52.409676,4.907975 52.409809,4.907543 52.410077,4.907512 52.41016,4.907538 52.410216,4.907765 52.410183,4.907824 52.41031,4.908254 52.410793,4.908271 52.410838,4.908501 52.411124,4.908526 52.411146,4.90857 52.411136,4.90865 52.411229,4.908093 52.411395,4.908286 52.411636,4.908355 52.411745,4.908358 52.411783,4.908384 52.411783,4.908358 52.411887,4.9084 52.411918,4.908854 52.41171,4.909495 52.411364,4.909939 52.411251,4.910952 52.411102,4.911011 52.411069)),((4.915276 52.412142,4.915276 52.412144,4.915278 52.412144,4.915276 52.412142)),((4.911276 52.413603,4.910527 52.412224,4.910406 52.41196,4.910415 52.411814,4.910529 52.41163,4.910641 52.411533,4.910968 52.411327,4.910935 52.411308,4.910857 52.411309,4.910661 52.411331,4.91004 52.411445,4.909794 52.411476,4.910156 52.412366,4.9102 52.41237,4.910434 52.412321,4.910449 52.412341,4.910374 52.412378,4.910182 52.412436,4.910748 52.413368,4.910819 52.41337,4.910871 52.413389,4.910922 52.413434,4.910931 52.413476,4.910895 52.413515,4.910802 52.413544,4.909375 52.413832,4.909135 52.41393,4.90895 52.413915,4.908647 52.413985,4.908911 52.414449,4.908891 52.414495,4.908822 52.414535,4.90834 52.414696,4.908472 52.414834,4.908544 52.414803,4.90864 52.414894,4.908706 52.414879,4.908672 52.414823,4.908619 52.414822,4.908593 52.414802,4.908606 52.414771,4.909146 52.414629,4.909198 52.414573,4.90904 52.414298,4.909051 52.414249,4.909097 52.414203,4.909827 52.414013,4.910038 52.413929,4.910514 52.413813,4.910662 52.413827,4.910776 52.413801,4.910684 52.413684,4.910838 52.41365,4.911276 52.413603)),((4.919066 52.415558,4.918176 52.414871,4.9176 52.414369,4.917553 52.414349,4.917447 52.414347,4.91701 52.41442,4.916597 52.414526,4.916562 52.414555,4.916549 52.414583,4.917861 52.415687,4.917853 52.415824,4.917804 52.415887,4.917702 52.415953,4.917709 52.416015,4.917824 52.416108,4.919059 52.415596,4.919066 52.415558)),((4.91384 52.417788,4.913413 52.41675,4.913428 52.416724,4.91337 52.416554,4.913299 52.416421,4.913008 52.41613,4.912961 52.416014,4.912793 52.415834,4.912599 52.415787,4.912536 52.415749,4.912468 52.415758,4.912439 52.415719,4.912512 52.415675,4.912503 52.415525,4.912253 52.414728,4.912219 52.41452,4.912219 52.414238,4.912135 52.413991,4.912028 52.413829,4.912024 52.413726,4.911951 52.4136,4.911989 52.413553,4.911907 52.413431,4.911786 52.413336,4.911661 52.413319,4.911565 52.413209,4.911592 52.413177,4.911765 52.413122,4.911815 52.413059,4.911818 52.412992,4.911745 52.412873,4.911816 52.412832,4.911833 52.412805,4.911925 52.412458,4.911922 52.412276,4.911854 52.412052,4.911772 52.411877,4.911687 52.411769,4.911574 52.411705,4.911362 52.411522,4.911336 52.411529,4.91129 52.411509,4.911059 52.411378,4.910717 52.411597,4.910596 52.411736,4.910541 52.411955,4.910574 52.412077,4.911057 52.412952,4.911328 52.413372,4.911349 52.413476,4.911813 52.414344,4.912093 52.415116,4.912373 52.415737,4.912642 52.416179,4.913328 52.417067,4.913468 52.417299,4.913678 52.417845,4.91384 52.417788)),((4.917252 52.414162,4.917234 52.414109,4.91716 52.414021,4.917085 52.414021,4.917101 52.413994,4.917072 52.413963,4.916933 52.41401,4.916878 52.413999,4.915192 52.412571,4.914145 52.412801,4.913962 52.412803,4.913839 52.412846,4.913837 52.412876,4.913775 52.412901,4.913265 52.41301,4.912833 52.413157,4.912354 52.413226,4.912372 52.413383,4.912299 52.413452,4.912306 52.413509,4.912419 52.41355,4.912399 52.413637,4.912501 52.413694,4.912759 52.414327,4.912708 52.41449,4.912695 52.414678,4.912732 52.414738,4.912818 52.414802,4.912843 52.414852,4.912826 52.415069,4.912914 52.415197,4.912978 52.415211,4.913252 52.415232,4.913302 52.415224,4.913337 52.415191,4.913333 52.41517,4.913101 52.414791,4.913024 52.41462,4.912817 52.41395,4.912623 52.413645,4.912628 52.413606,4.912679 52.413556,4.913147 52.413427,4.913674 52.413235,4.914038 52.413136,4.914119 52.413117,4.91425 52.413113,4.914362 52.41313,4.914494 52.413172,4.914556 52.4132,4.914876 52.413441,4.915382 52.414203,4.915374 52.414224,4.91531 52.414223,4.915269 52.414182,4.914793 52.413461,4.914484 52.413229,4.914426 52.413205,4.914244 52.413168,4.914164 52.413177,4.913831 52.413266,4.913123 52.413509,4.912771 52.413594,4.912747 52.413626,4.912944 52.41393,4.913126 52.414578,4.913429 52.41512,4.913482 52.415178,4.913589 52.415168,4.913635 52.415145,4.914626 52.414944,4.915531 52.414687,4.915551 52.41463,4.915414 52.414404,4.915407 52.414377,4.915435 52.414361,4.91549 52.414374,4.91567 52.414636,4.91577 52.41467,4.915822 52.414749,4.915792 52.414774,4.915887 52.414781,4.915958 52.414764,4.915986 52.414736,4.915926 52.414638,4.915961 52.414589,4.916567 52.414362,4.916938 52.414246,4.917191 52.414197,4.917252 52.414162)),((4.915121 52.412356,4.913407 52.410911,4.913306 52.410836,4.913233 52.410828,4.912795 52.410494,4.912579 52.410621,4.912341 52.410667,4.911677 52.411044,4.911721 52.41107,4.911873 52.411068,4.911978 52.411151,4.911819 52.411209,4.911766 52.411242,4.911731 52.411299,4.911741 52.411351,4.911885 52.411537,4.912058 52.411681,4.912161 52.411801,4.912211 52.411826,4.912366 52.411833,4.91243 52.411906,4.91229 52.412005,4.912237 52.412085,4.912321 52.412247,4.912375 52.412266,4.912674 52.412236,4.912472 52.412298,4.912356 52.412351,4.912333 52.412382,4.912284 52.412554,4.912313 52.412711,4.912369 52.412738,4.912624 52.412727,4.912458 52.412796,4.912339 52.412865,4.912314 52.412912,4.912322 52.412964,4.912364 52.412989,4.912427 52.412997,4.9126 52.412966,4.913587 52.412742,4.913659 52.412743,4.913725 52.412763,4.914134 52.412614,4.915121 52.412356)))";4.9112465;52.4106465;4,9112465;52,4106465;
64;"";"";64;"Noord";"Builksloterbreekpark";"VERGUNNING";"In stadsdeel Noord moet u vooraf toestemming vragen om te mogen barbecueën. Dit doet u bij de afdeling Vergunningen, Openbare Orde. Het stadsdeel bekijkt per situatie (welk park, grootte van de groep, akkoord van de parkbeheerder etc.) of u toestemming k";"N";33038;"MULTIPOLYGON(((4.909301 52.403335,4.909221 52.403305,4.909264 52.403226,4.908255 52.403084,4.908215 52.403063,4.907872 52.402693,4.90774 52.402662,4.907305 52.402605,4.906565 52.402898,4.906572 52.402945,4.906614 52.402984,4.906809 52.403043,4.906826 52.403095,4.906788 52.403143,4.906649 52.403202,4.906473 52.403249,4.906173 52.403257,4.906051 52.403296,4.905866 52.403327,4.905697 52.403416,4.905639 52.403479,4.905466 52.403573,4.905342 52.4036,4.90519 52.403599,4.904987 52.403631,4.904846 52.403695,4.904811 52.403783,4.904817 52.403838,4.904864 52.403924,4.905161 52.404187,4.905306 52.404287,4.906232 52.404772,4.906647 52.404496,4.906994 52.404237,4.90719 52.404111,4.907438 52.403984,4.907735 52.403864,4.908838 52.403502,4.909301 52.403335)),((4.906484 52.403032,4.90646 52.40298,4.90641 52.40296,4.906353 52.402973,4.905249 52.403398,4.905252 52.403439,4.905403 52.403479,4.905489 52.403466,4.905709 52.403313,4.905886 52.403216,4.906017 52.403187,4.906137 52.403134,4.906384 52.403126,4.906484 52.403032)))";4.907056;52.4036885;4,907056;52,4036885;
65;"";"";65;"Nieuw-West";"Piet Wiedijkpark";"VRIJ";"U hebt geen toestemming nodig om hier te barbecueën.";"N";67345;"MULTIPOLYGON(((4.820149 52.35196,4.820063 52.351877,4.819992 52.351853,4.817779 52.351822,4.817755 52.352155,4.818186 52.352158,4.818189 52.35223,4.817727 52.353057,4.8178 52.353077,4.817678 52.35328,4.817448 52.353236,4.817336 52.353441,4.817269 52.353461,4.816368 52.355162,4.816508 52.355181,4.816449 52.355291,4.818194 52.355643,4.818793 52.354536,4.818817 52.354538,4.818798 52.354526,4.820145 52.352006,4.820149 52.35196)),((4.820807 52.351889,4.820807 52.351856,4.820636 52.351854,4.82056 52.351873,4.820467 52.35194,4.818461 52.355697,4.818982 52.355797,4.819005 52.355317,4.819065 52.355314,4.820764 52.352167,4.820759 52.35204,4.820807 52.351889)))";4.8185875;52.3538095;4,8185875;52,3538095;
66;"";"";66;"Nieuw-West";"Natuurtuin De Wiedijk";"VERBOD";"Er mag niet gebarbecued worden.";"N";27023;"MULTIPOLYGON(((4.815609 52.356514,4.815616 52.356553,4.815662 52.356577,4.817157 52.356878,4.817174 52.35685,4.817271 52.356822,4.817369 52.356864,4.817195 52.357231,4.817217 52.357231,4.817199 52.357273,4.816816 52.357236,4.816794 52.357248,4.817787 52.357431,4.818441 52.357475,4.818462 52.356568,4.818417 52.356532,4.81792 52.356434,4.817858 52.356401,4.81783 52.356358,4.817837 52.356312,4.8181 52.355821,4.816189 52.355441,4.815609 52.356514)),((4.818981 52.357079,4.818967 52.356779,4.818882 52.356394,4.818888 52.356053,4.818793 52.356032,4.818738 52.357477,4.818871 52.357475,4.818981 52.357079)))";4.817295;52.3564585;4,817295;52,3564585;
67;"";"";67;"Nieuw-West";"Kristoffel Plantijnpad";"ONBEKEND";"";"N";40486;"MULTIPOLYGON(((4.822999 52.344986,4.822999 52.344853,4.822933 52.34465,4.822851 52.344517,4.822721 52.344381,4.822561 52.344269,4.821061 52.343442,4.820877 52.343272,4.820807 52.34314,4.820911 52.34211,4.820954 52.342078,4.82085 52.342071,4.820846 52.342111,4.82077 52.34211,4.820781 52.342141,4.820687 52.342138,4.820637 52.342162,4.820642 52.34294,4.820612 52.343114,4.820645 52.343593,4.820747 52.343946,4.821132 52.34414,4.821167 52.34423,4.821308 52.344329,4.821761 52.344581,4.821841 52.344578,4.821984 52.344504,4.822032 52.344502,4.822105 52.344579,4.822063 52.344626,4.82215 52.34473,4.822129 52.344831,4.822196 52.344918,4.822138 52.345002,4.821866 52.34525,4.821833 52.345328,4.821837 52.345807,4.821791 52.345851,4.821276 52.346139,4.821221 52.346226,4.821059 52.346233,4.821068 52.346242,4.821883 52.346305,4.82203 52.34629,4.822159 52.346306,4.82215 52.345985,4.822265 52.345834,4.822796 52.345399,4.822912 52.345267,4.82298 52.345133,4.822999 52.344986)),((4.822211 52.346706,4.822107 52.3467,4.822112 52.346665,4.821319 52.346614,4.821318 52.346783,4.821288 52.346925,4.820844 52.347739,4.820726 52.350531,4.820695 52.350562,4.820679 52.351213,4.821269 52.351221,4.821271 52.351142,4.821179 52.35114,4.821109 52.351174,4.821061 52.351139,4.821112 52.351107,4.82119 52.348678,4.82127 52.348453,4.821985 52.347092,4.822211 52.346706)))";4.8218055;52.3466455;4,8218055;52,3466455;
68;"";"";68;"Oost";"Wibautpark";"ONBEKEND";"";"N";6105;"POLYGON((4.914355 52.353068,4.914272 52.352903,4.914181 52.352675,4.914119 52.352463,4.914081 52.352265,4.913925 52.35197,4.91392 52.35194,4.913926 52.351752,4.913798 52.35207,4.913125 52.353189,4.913309 52.353231,4.913332 52.353244,4.913437 52.353219,4.913443 52.353229,4.913533 52.353209,4.913635 52.353238,4.91398 52.35316,4.914012 52.353097,4.9141 52.353078,4.914096 52.35307,4.914272 52.353085,4.914355 52.353068))";4.91374;52.352499;4,91374;52,352499;
69;"";"";69;"Oost";"Bogortuin";"ONBEKEND";"";"N";14850;"POLYGON((4.937109 52.377218,4.937072 52.376975,4.936719 52.376982,4.936424 52.377015,4.936013 52.377082,4.935967 52.376999,4.935926 52.377008,4.935847 52.376871,4.935889 52.376862,4.935876 52.376835,4.93633 52.376737,4.936317 52.37671,4.936218 52.376729,4.936189 52.376667,4.932714 52.37727,4.932732 52.377308,4.932873 52.377286,4.933121 52.377262,4.933605 52.377262,4.93365 52.377299,4.933733 52.377343,4.933777 52.377389,4.933792 52.377419,4.933799 52.37745,4.933792 52.377571,4.933796 52.37766,4.933821 52.377764,4.933871 52.377871,4.934083 52.377815,4.934254 52.377757,4.934287 52.377757,4.934536 52.3777,4.935389 52.377549,4.935735 52.377495,4.935728 52.377443,4.935692 52.377446,4.935645 52.377351,4.935625 52.377293,4.937109 52.377218))";4.9349115;52.3772695;4,9349115;52,3772695;
70;"";"";70;"Oost";"Rietlandpark";"ONBEKEND";"";"N";12261;"POLYGON((4.937786 52.37211,4.937755 52.372018,4.935979 52.371832,4.935819 52.371897,4.934465 52.371679,4.934305 52.372123,4.934215 52.372307,4.935097 52.372478,4.935471 52.37247,4.935598 52.372458,4.936002 52.372394,4.936572 52.372289,4.937041 52.372214,4.937786 52.37211))";4.9360005;52.3720775;4,9360005;52,3720775;
71;"";"";71;"Zuid";"Museumplein";"ONBEKEND";"";"N";32925;"POLYGON((4.883443 52.357973,4.882635 52.356933,4.882573 52.356969,4.882255 52.35678,4.882269 52.356776,4.882279 52.356763,4.88213 52.356681,4.88216 52.356658,4.881353 52.356192,4.881386 52.356132,4.881365 52.356118,4.880638 52.356245,4.880478 52.356261,4.880491 52.356272,4.880212 52.35631,4.880197 52.356331,4.880266 52.35639,4.880244 52.356425,4.880055 52.356523,4.879888 52.356756,4.879995 52.356903,4.880127 52.35705,4.880281 52.357199,4.880398 52.357302,4.880676 52.357512,4.880756 52.357565,4.88093 52.357669,4.881008 52.35769,4.881103 52.357695,4.881387 52.357763,4.881491 52.357796,4.881605 52.357853,4.881677 52.357911,4.881711 52.357952,4.881728 52.357989,4.88173 52.358032,4.881718 52.358066,4.88168 52.3581,4.881616 52.358127,4.881571 52.358135,4.881472 52.358137,4.881441 52.358177,4.882311 52.358567,4.882433 52.358465,4.882556 52.358381,4.882684 52.358304,4.882879 52.3582,4.883214 52.358056,4.883443 52.357973))";4.8816655;52.3573415;4,8816655;52,3573415;
72;"";"";72;"Centrum";"Funenpark";"VERBOD";"In stadsdeel Centrum mag u niet barbecueën in een park of op andere plekken in de openbare ruimte.";"N";13293;"POLYGON((4.928999 52.368561,4.92905 52.368591,4.931039 52.36955,4.931954 52.370061,4.932106 52.370198,4.932258 52.37038,4.932339 52.37052,4.932381 52.37064,4.932378 52.370688,4.932427 52.370659,4.932436 52.370599,4.932459 52.370545,4.932483 52.370503,4.932512 52.370471,4.932549 52.370448,4.932635 52.370423,4.932713 52.370411,4.932548 52.370308,4.932455 52.370236,4.932375 52.370144,4.932274 52.369937,4.932217 52.369909,4.931264 52.369319,4.931152 52.369235,4.930954 52.369127,4.930617 52.368919,4.930557 52.368902,4.930519 52.368874,4.930513 52.368847,4.930371 52.36877,4.929214 52.368055,4.928867 52.36785,4.928876 52.36785,4.928771 52.367786,4.928764 52.367746,4.928619 52.367692,4.928602 52.367692,4.928351 52.367532,4.928072 52.36753,4.927933 52.367477,4.928061 52.367679,4.928145 52.367713,4.928238 52.367666,4.92905 52.368185,4.929057 52.368481,4.929051 52.36853,4.928999 52.368561))";4.930323;52.369083;4,930323;52,369083;
73;"";"";73;"Nieuw-West";"Lutkemeerpark";"ONBEKEND";"";"N";596324;"POLYGON((4.760765 52.369728,4.760959 52.36982,4.761993 52.369465,4.76195 52.369215,4.762014 52.369097,4.76714 52.366729,4.766085 52.366558,4.765331 52.366361,4.764513 52.366006,4.763716 52.365519,4.762661 52.364651,4.75859 52.361179,4.765741 52.358022,4.765094 52.357444,4.762661 52.358549,4.758655 52.354905,4.757728 52.355261,4.756501 52.355827,4.755682 52.356458,4.755295 52.357063,4.755122 52.35772,4.755251 52.358496,4.755596 52.359522,4.756824 52.363888,4.757082 52.363941,4.75719 52.36427,4.756953 52.364427,4.758095 52.368571,4.759107 52.368899,4.760011 52.36936,4.760765 52.369728))";4.761131;52.362362;4,761131;52,362362;
