Postcode,Totaal allochtonen,Gemeentenaam,geometry
1047,15,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.77574674333,52.4004315464,0 4.76999160953,52.3893233969,0 4.75821906672,52.3887985866,0 4.75779948859,52.3966229016,0 4.75626559847,52.3968286491,0 4.72860175815,52.4005266176,0 4.73369432949,52.4143977635,0 4.73889693561,52.4302087876,0 4.74004683302,52.4299023006,0 4.74279997399,52.429555998,0 4.74806214608,52.4123541421,0 4.75234203953,52.4127708171,0 4.7482027806,52.4276699749,0 4.74849132887,52.4282557313,0 4.74934516261,52.4286926388,0 4.76511708504,52.426611349,0 4.7717024432,52.4114753922,0 4.77177220253,52.4004226465,0 4.77574674333,52.4004315464,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1051,5590,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.88113588427,52.3857610749,0 4.87424155007,52.3815206762,0 4.87308873192,52.378594672,0 4.86765374144,52.3725383936,0 4.86526069651,52.3748655758,0 4.86382804792,52.378048095,0 4.86221602257,52.3832142867,0 4.8609850436,52.3840914162,0 4.86111884547,52.3851939035,0 4.87291275085,52.3855378078,0 4.87515231607,52.3858324222,0 4.88113588427,52.3857610749,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1052,4720,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.88259263024,52.3859236767,0 4.88189030366,52.3843945719,0 4.88083414587,52.3825997116,0 4.87958363201,52.3821377828,0 4.87971875359,52.381368116,0 4.8752317783,52.3746250966,0 4.87549776902,52.3737175883,0 4.87578193002,52.373143602,0 4.87460741811,52.3724860147,0 4.87457374073,52.3718423481,0 4.87329205254,52.3715680592,0 4.86562917069,52.3702555974,0 4.86765374144,52.3725383936,0 4.87308873192,52.378594672,0 4.87424155007,52.3815206762,0 4.88113588427,52.3857610749,0 4.88259263024,52.3859236767,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1053,6635,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.87746011572,52.3667776441,0 4.87340635886,52.3655027375,0 4.85816204891,52.3618000542,0 4.85971137273,52.3638579718,0 4.86562917069,52.3702555974,0 4.87329205254,52.3715680592,0 4.87457374073,52.3718423481,0 4.8758399366,52.3692584604,0 4.87683664705,52.3680071757,0 4.87746011572,52.3667776441,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1054,5815,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.88208324338,52.3619117284,0 4.8793046927,52.3608383886,0 4.87607497961,52.3602007388,0 4.87342632181,52.3599753648,0 4.86950819249,52.3599726754,0 4.86641968622,52.3590783292,0 4.85572798476,52.3565277191,0 4.85542270204,52.3579940492,0 4.85816204891,52.3618000542,0 4.87340635886,52.3655027375,0 4.87746011572,52.3667776441,0 4.87852912591,52.365998512,0 4.87911436526,52.3648955342,0 4.87962355768,52.3641490403,0 4.88074934139,52.363403386,0 4.88208324338,52.3619117284,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1055,11600,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.86382804792,52.378048095,0 4.84628827603,52.3751561119,0 4.8435718917,52.3752434354,0 4.84475844468,52.3784871567,0 4.84526248687,52.3811066903,0 4.84493844879,52.3851451868,0 4.86111884547,52.3851939035,0 4.8609850436,52.3840914162,0 4.86221602257,52.3832142867,0 4.86382804792,52.378048095,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1056,8970,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.86765374144,52.3725383936,0 4.86562917069,52.3702555974,0 4.86367767046,52.371005549,0 4.86056296383,52.3715211132,0 4.858294778,52.3714786469,0 4.84654853235,52.3693467277,0 4.84280060379,52.3692864122,0 4.84287935825,52.3726805461,0 4.8435718917,52.3752434354,0 4.84628827603,52.3751561119,0 4.86382804792,52.378048095,0 4.86526069651,52.3748655758,0 4.86765374144,52.3725383936,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1057,8880,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.86562917069,52.3702555974,0 4.85971137273,52.3638579718,0 4.85835866499,52.3645188275,0 4.85157746482,52.3632767925,0 4.85002090946,52.3635465624,0 4.85013094527,52.3642804622,0 4.84268970096,52.3642060254,0 4.84280060379,52.3692864122,0 4.84654853235,52.3693467277,0 4.858294778,52.3714786469,0 4.86056296383,52.3715211132,0 4.86367767046,52.371005549,0 4.86562917069,52.3702555974,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1058,5300,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.85971137273,52.3638579718,0 4.85816204891,52.3618000542,0 4.85542270204,52.3579940492,0 4.85451320699,52.355617191,0 4.85299326255,52.3511622946,0 4.85066966991,52.3511760516,0 4.84862482657,52.3519253328,0 4.84308026739,52.3515134995,0 4.84268970096,52.3642060254,0 4.85013094527,52.3642804622,0 4.85002090946,52.3635465624,0 4.85157746482,52.3632767925,0 4.85835866499,52.3645188275,0 4.85971137273,52.3638579718,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1059,2490,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.85299326255,52.3511622946,0 4.85126656431,52.3473256959,0 4.84841802966,52.342602264,0 4.84780781768,52.340890905,0 4.84789467855,52.3377266976,0 4.84491600698,52.3378523959,0 4.84275338854,52.3396328357,0 4.84161918479,52.3422547454,0 4.84146464919,52.3480214981,0 4.84211216486,52.3497905815,0 4.84308026739,52.3515134995,0 4.84862482657,52.3519253328,0 4.85066966991,52.3511760516,0 4.85299326255,52.3511622946,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1060,5475,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.79513571692,52.3468164347,0 4.79093049396,52.3424874575,0 4.7862748471,52.3442866402,0 4.78577018964,52.3438409766,0 4.78095435645,52.3457380027,0 4.77231786612,52.3491187094,0 4.76781077034,52.3510015269,0 4.77232583314,52.354370338,0 4.77377002416,52.3545953368,0 4.77451743289,52.3538316481,0 4.77745906081,52.352863571,0 4.78525400345,52.3498736773,0 4.78838097272,52.3527539566,0 4.79193507653,52.3534774276,0 4.7931075103,52.3503241025,0 4.78656923022,52.3445469842,0 4.78718309215,52.3442975401,0 4.79189193886,52.348595929,0 4.7947126206,52.3475081769,0 4.79513571692,52.3468164347,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1061,9470,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.84526248687,52.3811066903,0 4.84475844468,52.3784871567,0 4.8435718917,52.3752434354,0 4.84287935825,52.3726805461,0 4.84280060379,52.3692864122,0 4.84268970096,52.3642060254,0 4.83427470839,52.364161629,0 4.83427771342,52.3678079763,0 4.83467696612,52.3708827525,0 4.83689180491,52.3761679738,0 4.83980128837,52.3830480853,0 4.84001470895,52.385035358,0 4.84493844879,52.3851451868,0 4.84526248687,52.3811066903,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1062,5160,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.84491600698,52.3378523959,0 4.8415809709,52.3380806353,0 4.83840931473,52.3392146103,0 4.83596682583,52.3409361065,0 4.83483239533,52.3433053937,0 4.83438339639,52.3519037142,0 4.83427470839,52.364161629,0 4.84268970096,52.3642060254,0 4.84308026739,52.3515134995,0 4.84211216486,52.3497905815,0 4.84146464919,52.3480214981,0 4.84161918479,52.3422547454,0 4.84275338854,52.3396328357,0 4.84491600698,52.3378523959,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1063,9065,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.84001470895,52.385035358,0 4.83980128837,52.3830480853,0 4.83689180491,52.3761679738,0 4.82279350812,52.3784806672,0 4.82248573657,52.3790067803,0 4.82043917467,52.3792926991,0 4.81974323298,52.3783582358,0 4.81255255578,52.3795081428,0 4.81255592282,52.3804950138,0 4.81202858684,52.3853692023,0 4.84001470895,52.385035358,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1064,10550,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.83689180491,52.3761679738,0 4.83467696612,52.3708827525,0 4.83427771342,52.3678079763,0 4.83427470839,52.364161629,0 4.81853000069,52.3640519922,0 4.81166590405,52.3608020941,0 4.81043462651,52.3634798528,0 4.80932823077,52.3637728514,0 4.80766334433,52.3669194224,0 4.80582730756,52.3705585571,0 4.80730364011,52.3712983004,0 4.80967697389,52.3805160599,0 4.81255592282,52.3804950138,0 4.81255255578,52.3795081428,0 4.81974323298,52.3783582358,0 4.82043917467,52.3792926991,0 4.82248573657,52.3790067803,0 4.82279350812,52.3784806672,0 4.83689180491,52.3761679738,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1065,6630,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.83427470839,52.364161629,0 4.83438339639,52.3519037142,0 4.82085439366,52.3518379548,0 4.81869905159,52.3560150333,0 4.81893081354,52.3585498025,0 4.81752308554,52.3587731233,0 4.81286110097,52.3579515812,0 4.81166590405,52.3608020941,0 4.81853000069,52.3640519922,0 4.83427470839,52.364161629,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1066,8190,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.84789467855,52.3377266976,0 4.8462205058,52.3349562052,0 4.83945310328,52.3317991112,0 4.83198388107,52.3307612578,0 4.82363042381,52.3308763553,0 4.82030208112,52.3296929361,0 4.81703676451,52.3270420123,0 4.79753497644,52.3354570138,0 4.79143206127,52.341635241,0 4.79810502638,52.3483376099,0 4.80407454821,52.3499679011,0 4.81336041627,52.3516922081,0 4.82085439366,52.3518379548,0 4.83438339639,52.3519037142,0 4.83483239533,52.3433053937,0 4.83596682583,52.3409361065,0 4.83840931473,52.3392146103,0 4.8415809709,52.3380806353,0 4.84491600698,52.3378523959,0 4.84789467855,52.3377266976,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1067,11450,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.81255592282,52.3804950138,0 4.80967697389,52.3805160599,0 4.80730364011,52.3712983004,0 4.80582730756,52.3705585571,0 4.80766334433,52.3669194224,0 4.79547398891,52.3642652501,0 4.78569896816,52.362525382,0 4.78381049859,52.3615882303,0 4.78106606897,52.3596957584,0 4.77954692571,52.3599980491,0 4.77833429814,52.3588234029,0 4.77781893243,52.3572272119,0 4.77585466059,52.3565996202,0 4.77391648899,52.3546185653,0 4.77377002416,52.3545953368,0 4.77232583314,52.354370338,0 4.76781077034,52.3510015269,0 4.75593897743,52.3557976267,0 4.75500522852,52.3581789121,0 4.75732785528,52.3676725433,0 4.75859127491,52.3725973848,0 4.75814371578,52.3754737991,0 4.75655654832,52.3776188313,0 4.75979844368,52.3796493182,0 4.75881360339,52.3846817475,0 4.7985821629,52.3852851549,0 4.81202858684,52.3853692023,0 4.81255592282,52.3804950138,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1068,8740,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.82085439366,52.3518379548,0 4.81336041627,52.3516922081,0 4.80407454821,52.3499679011,0 4.79954941648,52.358962083,0 4.79844200073,52.3593349663,0 4.79547398891,52.3642652501,0 4.80766334433,52.3669194224,0 4.80932823077,52.3637728514,0 4.81043462651,52.3634798528,0 4.81166590405,52.3608020941,0 4.81286110097,52.3579515812,0 4.81752308554,52.3587731233,0 4.81893081354,52.3585498025,0 4.81869905159,52.3560150333,0 4.82085439366,52.3518379548,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1069,15455,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.80407454821,52.3499679011,0 4.79810502638,52.3483376099,0 4.79143206127,52.341635241,0 4.78577018964,52.3438409766,0 4.7862748471,52.3442866402,0 4.79093049396,52.3424874575,0 4.79513571692,52.3468164347,0 4.7947126206,52.3475081769,0 4.79189193886,52.348595929,0 4.78718309215,52.3442975401,0 4.78656923022,52.3445469842,0 4.7931075103,52.3503241025,0 4.79193507653,52.3534774276,0 4.78838097272,52.3527539566,0 4.78525400345,52.3498736773,0 4.77745906081,52.352863571,0 4.77451743289,52.3538316481,0 4.77377002416,52.3545953368,0 4.77391648899,52.3546185653,0 4.77585466059,52.3565996202,0 4.77781893243,52.3572272119,0 4.77833429814,52.3588234029,0 4.77954692571,52.3599980491,0 4.78106606897,52.3596957584,0 4.78381049859,52.3615882303,0 4.78569896816,52.362525382,0 4.79547398891,52.3642652501,0 4.79844200073,52.3593349663,0 4.79954941648,52.358962083,0 4.80407454821,52.3499679011,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1071,4335,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.88687347516,52.3603619133,0 4.88633814588,52.3486117671,0 4.88344262991,52.3502792904,0 4.87352751752,52.352248136,0 4.87240313517,52.3523807639,0 4.87099785819,52.3521814068,0 4.86821073651,52.3559323931,0 4.86695505384,52.3562369586,0 4.86644593637,52.3567164635,0 4.86689424468,52.3572918536,0 4.8663489465,52.35785119,0 4.86724739637,52.35822184,0 4.86641968622,52.3590783292,0 4.86950819249,52.3599726754,0 4.87342632181,52.3599753648,0 4.87607497961,52.3602007388,0 4.8793046927,52.3608383886,0 4.88208324338,52.3619117284,0 4.88504794807,52.3615962887,0 4.88687347516,52.3603619133,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1072,5375,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.89533535078,52.3480347365,0 4.88633814588,52.3486117671,0 4.88687347516,52.3603619133,0 4.88907735831,52.3587606051,0 4.89287983796,52.3580656146,0 4.89246800154,52.3561629877,0 4.89469352402,52.3524423556,0 4.89432275405,52.3502756641,0 4.89533535078,52.3480347365,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1073,5700,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.90424027984,52.3491724065,0 4.89679682896,52.3476615178,0 4.89533535078,52.3480347365,0 4.89432275405,52.3502756641,0 4.89469352402,52.3524423556,0 4.89246800154,52.3561629877,0 4.89287983796,52.3580656146,0 4.89755700042,52.3577776726,0 4.89899495748,52.3579687589,0 4.90057185719,52.355396671,0 4.90263199489,52.3530458414,0 4.90424027984,52.3491724065,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1074,3530,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.91098083652,52.3498962683,0 4.90424027984,52.3491724065,0 4.90263199489,52.3530458414,0 4.90057185719,52.355396671,0 4.89899495748,52.3579687589,0 4.90459344713,52.3589408194,0 4.9067637195,52.3549546015,0 4.90958172674,52.3515704393,0 4.91098083652,52.3498962683,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1075,3995,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.87099785819,52.3521814068,0 4.86579245857,52.3508661506,0 4.86176808722,52.3497392633,0 4.85924750652,52.3476887212,0 4.85342341168,52.346760225,0 4.85189463375,52.3448973432,0 4.85233118444,52.3434999188,0 4.84841802966,52.342602264,0 4.85126656431,52.3473256959,0 4.85299326255,52.3511622946,0 4.85451320699,52.355617191,0 4.85542270204,52.3579940492,0 4.85572798476,52.3565277191,0 4.86641968622,52.3590783292,0 4.86724739637,52.35822184,0 4.8663489465,52.35785119,0 4.86689424468,52.3572918536,0 4.86644593637,52.3567164635,0 4.86695505384,52.3562369586,0 4.86821073651,52.3559323931,0 4.87099785819,52.3521814068,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1076,4945,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.86905833028,52.3387802529,0 4.84789467855,52.3377266976,0 4.84780781768,52.340890905,0 4.84841802966,52.342602264,0 4.85233118444,52.3434999188,0 4.85189463375,52.3448973432,0 4.85342341168,52.346760225,0 4.85924750652,52.3476887212,0 4.86176808722,52.3497392633,0 4.86579245857,52.3508661506,0 4.86598168843,52.3505002832,0 4.86697502592,52.3505262239,0 4.86814865636,52.3473092621,0 4.86751284805,52.3468364117,0 4.86870787793,52.342529319,0 4.86905833028,52.3387802529,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1077,3440,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.88680249795,52.3415304758,0 4.88662992696,52.3382249424,0 4.88301711507,52.3388980689,0 4.87828819126,52.3388742319,0 4.87368607023,52.3387977283,0 4.86905833028,52.3387802529,0 4.86870787793,52.342529319,0 4.86751284805,52.3468364117,0 4.86814865636,52.3473092621,0 4.86697502592,52.3505262239,0 4.86598168843,52.3505002832,0 4.86579245857,52.3508661506,0 4.87099785819,52.3521814068,0 4.87240313517,52.3523807639,0 4.87352751752,52.352248136,0 4.88344262991,52.3502792904,0 4.88633814588,52.3486117671,0 4.88547303299,52.3417890874,0 4.88680249795,52.3415304758,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1078,4770,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.91222155235,52.347241781,0 4.90417536942,52.3462358445,0 4.90291412398,52.3452150746,0 4.89386399051,52.3418998604,0 4.89214335576,52.3419726664,0 4.89161007725,52.3372940982,0 4.89051581672,52.336609136,0 4.88662992696,52.3382249424,0 4.88680249795,52.3415304758,0 4.88547303299,52.3417890874,0 4.88633814588,52.3486117671,0 4.89533535078,52.3480347365,0 4.89679682896,52.3476615178,0 4.90424027984,52.3491724065,0 4.91098083652,52.3498962683,0 4.91191427925,52.3481150549,0 4.91222155235,52.347241781,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1079,4735,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.91472051315,52.3420361936,0 4.91422949275,52.3404676669,0 4.90829048108,52.3382049316,0 4.90547018411,52.3341606736,0 4.90400160229,52.3333466852,0 4.89957526949,52.3332098892,0 4.89837061254,52.3321560452,0 4.89051581672,52.336609136,0 4.89161007725,52.3372940982,0 4.89214335576,52.3419726664,0 4.89386399051,52.3418998604,0 4.90291412398,52.3452150746,0 4.90417536942,52.3462358445,0 4.91222155235,52.347241781,0 4.9131504552,52.3458757729,0 4.91320029906,52.3446437524,0 4.91472051315,52.3420361936,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1081,1660,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.86981135051,52.3220078214,0 4.85644234813,52.3214650549,0 4.85597857113,52.3300741993,0 4.848467206,52.3304473854,0 4.84517566918,52.3293223577,0 4.84296384993,52.3296456526,0 4.84062473042,52.3292241269,0 4.84018230717,52.327387668,0 4.82573342537,52.3254837682,0 4.82127519897,52.3256261054,0 4.81856202412,52.3251223601,0 4.8182020576,52.3261982715,0 4.81703676451,52.3270420123,0 4.82030208112,52.3296929361,0 4.82363042381,52.3308763553,0 4.83198388107,52.3307612578,0 4.83945310328,52.3317991112,0 4.8462205058,52.3349562052,0 4.84789467855,52.3377266976,0 4.86905833028,52.3387802529,0 4.86981135051,52.3220078214,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1082,4235,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.88662992696,52.3382249424,0 4.88315509212,52.3344991386,0 4.8822924936,52.3347480179,0 4.8808580739,52.3325174117,0 4.88097292189,52.3304219505,0 4.8812844309,52.3218785822,0 4.87394986988,52.3220689893,0 4.86981135051,52.3220078214,0 4.86905833028,52.3387802529,0 4.87368607023,52.3387977283,0 4.87828819126,52.3388742319,0 4.88301711507,52.3388980689,0 4.88662992696,52.3382249424,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1083,2480,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.89915751141,52.3299716678,0 4.89701738178,52.3272889551,0 4.89533270854,52.3237686359,0 4.89645223865,52.3220116769,0 4.8812844309,52.3218785822,0 4.88097292189,52.3304219505,0 4.8808580739,52.3325174117,0 4.8822924936,52.3347480179,0 4.88315509212,52.3344991386,0 4.88662992696,52.3382249424,0 4.89051581672,52.336609136,0 4.89837061254,52.3321560452,0 4.89915751141,52.3299716678,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1086,1785,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.9898799444,52.3639115964,0 4.98583037998,52.3607118059,0 4.98748516382,52.3600262516,0 4.98393929759,52.3584773329,0 4.97475030137,52.3587422696,0 4.97382970259,52.3611252899,0 4.97798979785,52.364190161,0 4.98077523709,52.3631904391,0 4.98119763333,52.364520267,0 4.9830219941,52.3642604737,0 4.98491994707,52.3654353351,0 4.9898799444,52.3639115964,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1087,7640,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>5.03880042221,52.3548766689,0 5.02788470392,52.3529853912,0 5.02434051809,52.3514871201,0 5.02106159282,52.3500650592,0 5.01918327122,52.3512662805,0 5.01557176313,52.349095257,0 5.01299669347,52.3469274025,0 5.00935010392,52.3444720636,0 5.00563220032,52.3440440061,0 4.99888264421,52.3459562087,0 4.99604716319,52.3494736457,0 4.98857993889,52.3541834531,0 4.98588541378,52.3541392972,0 4.98448352252,52.3560938531,0 4.98582130466,52.3571706276,0 4.98393929759,52.3584773329,0 4.98748516382,52.3600262516,0 4.99362028419,52.3628087189,0 4.99692970134,52.3614391674,0 4.9952038855,52.3603711226,0 5.00618148136,52.3549361612,0 5.00836314305,52.3535087288,0 5.0088614483,52.3560071001,0 5.01346244053,52.3557556792,0 5.01468837887,52.3543251097,0 5.01650546743,52.3548619853,0 5.0152809058,52.3561334958,0 5.01727128369,52.3566709035,0 5.01453799957,52.3619210169,0 5.01835402041,52.3620390209,0 5.01773622486,52.3634175996,0 5.00627627314,52.3640724363,0 5.00513779222,52.3653432189,0 5.02940667536,52.3686590886,0 5.02744188336,52.3648819173,0 5.02501601712,52.3643963785,0 5.02378882955,52.3659861296,0 5.02127763368,52.3653411709,0 5.02138045964,52.3633758879,0 5.01947194557,52.3633699759,0 5.01965529658,52.362149122,0 5.0383045719,52.3626836883,0 5.03789824733,52.3592833584,0 5.03880042221,52.3548766689,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1091,7770,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.92118482553,52.352213475,0 4.91191427925,52.3481150549,0 4.91098083652,52.3498962683,0 4.90958172674,52.3515704393,0 4.9067637195,52.3549546015,0 4.90459344713,52.3589408194,0 4.90755162577,52.3604178412,0 4.91037227796,52.3607761619,0 4.91148984266,52.3612884641,0 4.91505631455,52.361651465,0 4.92036372143,52.3540868772,0 4.92005356789,52.3531527274,0 4.92118482553,52.352213475,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1092,5055,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.92803443342,52.3553778575,0 4.92118482553,52.352213475,0 4.92005356789,52.3531527274,0 4.92036372143,52.3540868772,0 4.91505631455,52.361651465,0 4.91843775977,52.3620244109,0 4.92016428214,52.3634144434,0 4.92287254238,52.3637378684,0 4.92803443342,52.3553778575,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1093,4660,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.93657634891,52.357652218,0 4.93045567036,52.3564486739,0 4.92803443342,52.3553778575,0 4.92287254238,52.3637378684,0 4.92709030036,52.3665908543,0 4.93139576376,52.3663909042,0 4.93070452148,52.3639363962,0 4.93105380835,52.3625212803,0 4.93294909711,52.3597998997,0 4.93657634891,52.357652218,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1094,8240,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.94064518451,52.3585574194,0 4.93657634891,52.357652218,0 4.93294909711,52.3597998997,0 4.93105380835,52.3625212803,0 4.93070452148,52.3639363962,0 4.93139576376,52.3663909042,0 4.9392065188,52.3665600256,0 4.93924743972,52.3642521401,0 4.93926508179,52.3622137965,0 4.94064518451,52.3585574194,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1095,7115,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>5.01231461681,52.3434101563,0 5.00891550306,52.3427755951,0 5.00302097258,52.3432617182,0 5.00051613033,52.3430800988,0 4.99855149483,52.3422090466,0 4.98072339491,52.3508995953,0 4.9695866957,52.356324453,0 4.96791614252,52.3549353412,0 4.96577070442,52.3542581391,0 4.9645109476,52.3552207244,0 4.95987313657,52.3575948021,0 4.94064518451,52.3585574194,0 4.93926508179,52.3622137965,0 4.93924743972,52.3642521401,0 4.9392065188,52.3665600256,0 4.95047468043,52.3666165059,0 4.95181743361,52.3672847424,0 4.95467646438,52.3675522688,0 4.95594409714,52.3682543369,0 4.95520100788,52.3723392243,0 4.95544041302,52.372484799,0 4.95471073996,52.3750310402,0 4.95440670805,52.3760895756,0 4.95328578679,52.3767325857,0 4.95732842408,52.3801015256,0 4.95950153264,52.3801579271,0 4.95941260478,52.3800892997,0 4.96432066499,52.3776541953,0 4.97983902631,52.3692179507,0 4.96330078256,52.3686583858,0 4.96071943455,52.3665271248,0 4.96122978877,52.3650594757,0 4.96161327269,52.3639580657,0 4.96819518977,52.3614488123,0 4.97382970259,52.3611252899,0 4.97475030137,52.3587422696,0 4.98393929759,52.3584773329,0 4.98582130466,52.3571706276,0 4.98448352252,52.3560938531,0 4.98588541378,52.3541392972,0 4.98857993889,52.3541834531,0 4.99604716319,52.3494736457,0 4.99888264421,52.3459562087,0 5.00563220032,52.3440440061,0 5.00935010392,52.3444720636,0 5.01213379784,52.3441429797,0 5.01231461681,52.3434101563,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1096,810,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.94362730467,52.3364597241,0 4.94330312287,52.3361583179,0 4.94239952287,52.335843949,0 4.94134677476,52.3357725792,0 4.93998603582,52.3358348529,0 4.93909788615,52.3357371218,0 4.93649390256,52.3348374456,0 4.93605421098,52.3352249398,0 4.93427195328,52.3356180868,0 4.92805278043,52.3368613935,0 4.92566354613,52.3362076774,0 4.92577558186,52.3358746686,0 4.92363406119,52.3359552778,0 4.92360690562,52.335042914,0 4.92343085938,52.3346197995,0 4.92328886286,52.3343082664,0 4.92293013063,52.3338179253,0 4.92148757116,52.3330114472,0 4.91707361294,52.3317042486,0 4.91374295373,52.3309135267,0 4.91243590374,52.3310413087,0 4.91305433393,52.327531366,0 4.91386729957,52.3226875102,0 4.91482837151,52.3210016473,0 4.91429166087,52.3203020507,0 4.91264992449,52.3180134762,0 4.90928348703,52.3184699863,0 4.902822445,52.3209324302,0 4.89885724175,52.3211228487,0 4.89645223865,52.3220116769,0 4.89533270854,52.3237686359,0 4.89701738178,52.3272889551,0 4.89915751141,52.3299716678,0 4.89837061254,52.3321560452,0 4.89957526949,52.3332098892,0 4.90400160229,52.3333466852,0 4.90547018411,52.3341606736,0 4.90829048108,52.3382049316,0 4.91422949275,52.3404676669,0 4.91472051315,52.3420361936,0 4.91320029906,52.3446437524,0 4.9131504552,52.3458757729,0 4.91691891845,52.3446495991,0 4.91798186914,52.3429389559,0 4.92039387899,52.3428460337,0 4.92926985137,52.3389261018,0 4.94307964376,52.3367911155,0 4.94362730467,52.3364597241,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
